neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,distance,price_per_night,available_morethan_200,reviews_morethan_100,distance_morethan_15,good_neighbourhood,ln_price
78750,apartments,41,3,2,0.09,15,0,15.79634644446141,13.666666666666666,0,0,0,1,2.614959778036198
78702,apartments,250,3,2,0.09,1,173,2.7253153504546,83.33333333333333,0,0,1,0,4.422848629194137
78702,apartments,150,2,34,1.46,1,210,3.327290461537401,75,1,0,1,0,4.31748811353631
78702,apartments,105,3,60,2.6,1,82,2.0985509232753223,35,0,0,1,0,3.5553480614894135
78704,apartments,85,30,0,NA,3,0,1.9688531681555894,2.8333333333333335,0,0,1,0,1.0414538748281612
78704,apartments,300,28,0,NA,4,262,2.2265614257391317,10.714285714285714,1,0,1,0,2.371577964480997
78729,apartments,69,1,5,0.21,1,0,22.07284376252397,69,0,0,0,0,4.23410650459726
78725,apartments,49,2,22,0.94,1,36,11.205201688534789,24.5,0,0,1,0,3.1986731175506815
78759,apartments,400,30,1,0.05,2,167,11.511553395429651,13.333333333333334,0,0,1,1,2.5902671654458267
78759,apartments,100,30,5,0.26,2,105,11.480581793844163,3.3333333333333335,0,0,1,1,1.2039728043259361
78703,apartments,80,60,0,NA,19,171,2.7099908516358555,1.3333333333333333,0,0,1,0,0.28768207245178085
78704,apartments,457,30,17,0.73,1,88,3.873058194489222,15.233333333333333,0,0,1,0,2.723486009232049
78701,apartments,99,2,81,3.51,2,0,0.8844845181712686,49.5,0,0,1,0,3.901972669574645
78704,apartments,199,2,5,0.23,1,14,3.945442686831232,99.5,0,0,1,0,4.600157644164547
78746,apartments,140,5,32,1.45,3,95,6.104898250015094,28,0,0,1,1,3.332204510175204
78724,apartments,147,30,15,0.63,1,272,9.941031549827867,4.9,1,0,1,0,1.589235205116581
78702,apartments,120,2,14,0.65,1,4,2.5113493716319053,60,0,0,1,0,4.0943445622221
78734,apartments,96,1,27,1.23,3,148,22.288334291205814,96,0,0,0,0,4.564348191467836
78751,apartments,124,2,8,0.37,2,0,4.419096316916679,62,0,0,1,1,4.127134385045092
78701,apartments,145,3,1,0.05,13,0,0.727179416578572,48.333333333333336,0,0,1,0,3.8781214537524646
78704,apartments,110,2,35,1.57,1,0,3.755582260700891,55,0,0,1,0,4.007333185232471
78744,apartments,157,31,25,1.08,1,285,8.31594155425666,5.064516129032258,1,0,1,1,1.6222586008631619
78701,apartments,243,3,4,0.18,4,79,0.2909798180150722,81,0,0,1,0,4.394449154672439
78758,apartments,75,2,28,1.21,1,0,15.612807763067483,37.5,0,0,0,1,3.624340932976365
78702,apartments,85,3,5,0.23,2,0,2.349276330512127,28.333333333333332,0,0,1,0,3.3440389678222067
78704,apartments,190,2,1,0.05,1,0,2.065782223285406,95,0,0,1,0,4.553876891600541
78704,apartments,93,29,11,0.49,5,241,3.422573807230769,3.206896551724138,1,0,1,0,1.165303663166782
78730,apartments,89,90,3,0.13,1,303,10.881481318495823,0.9888888888888889,1,0,1,0,-0.011173300598125189
78705,apartments,110,2,4,0.18,1,0,2.630901516518087,55,0,0,1,0,4.007333185232471
78741,apartments,135,14,15,0.67,1,91,5.74110989979932,9.642857142857142,0,0,1,1,2.2662174488231708
78702,apartments,139,3,7,0.32,1,0,3.316142727961253,46.333333333333336,0,0,1,0,3.835861644462582
78758,apartments,84,30,9,0.42,3,51,16.08834585011245,2.8,0,0,0,1,1.0296194171811581
78741,apartments,92,1,98,4.24,140,157,4.108838008995876,92,0,0,1,1,4.5217885770490405
78735,apartments,120,2,2,0.09,2,0,8.488546040999777,60,0,0,1,0,4.0943445622221
78703,apartments,115,2,93,4.28,1,75,2.433321341575629,57.5,0,0,1,0,4.051784947803305
78704,apartments,200,30,2,0.19,1,0,4.095136411484916,6.666666666666667,0,0,1,0,1.8971199848858813
78703,apartments,187,2,7,0.3,1,24,0.9396368476117065,93.5,0,0,1,0,4.537961436294641
78754,apartments,125,2,31,1.37,3,88,12.06412247913769,62.5,0,0,1,1,4.135166556742356
78704,apartments,115,60,3,0.13,1,269,4.668474790313522,1.9166666666666667,1,0,1,0,0.6505875661411494
78745,apartments,175,2,16,0.73,2,0,8.85883383341519,87.5,0,0,1,1,4.471638793363569
78701,apartments,265,7,1,0.05,8,0,0.4132628637362763,37.857142857142854,0,0,1,0,3.633819676930909
78721,apartments,64,1,29,1.33,1,0,4.746198752827209,64,0,0,1,0,4.1588830833596715
78741,apartments,82,1,123,5.49,4,77,4.700349453171219,82,0,1,1,1,4.406719247264253
78717,apartments,115,13,40,1.79,1,102,23.526497007090626,8.846153846153847,0,0,0,0,2.1799827709017134
78741,apartments,88,7,22,1,2,160,7.273669553389565,12.571428571428571,0,0,1,1,2.531426665422893
78723,apartments,121,2,77,3.49,1,35,7.732843324246153,60.5,0,0,1,0,4.102643365036796
78723,apartments,77,1,21,0.94,1,0,6.235140092373637,77,0,0,1,0,4.343805421853684
78704,apartments,53,365,1,0.64,2,365,3.292070588724681,0.14520547945205478,1,0,1,0,-1.9296054400303697
78704,apartments,264,3,52,2.37,1,165,4.66351036098939,88,0,0,1,0,4.477336814478207
78751,apartments,79,1,50,2.19,1,0,3.648248343533808,79,0,0,1,1,4.3694478524670215
78721,apartments,178,2,1,0.04,1,0,5.219584439021405,89,0,0,1,0,4.48863636973214
78704,apartments,145,2,24,1.09,2,210,2.5919459756155874,72.5,1,0,1,0,4.283586561860629
78704,apartments,200,200,1,0.04,1,0,4.440586751307429,1,0,0,1,0,0
78748,apartments,99,1,24,2.24,1,336,15.838811509415681,99,1,0,0,1,4.59511985013459
78702,apartments,90,30,4,0.18,1,0,3.175329493814133,3,0,0,1,0,1.0986122886681098
78757,apartments,125,30,3,0.15,1,364,10.867274170573975,4.166666666666667,1,0,1,1,1.4271163556401458
78702,apartments,211,3,8,0.36,2,0,1.9784710788938398,70.33333333333333,0,0,1,0,4.253245844807957
78702,apartments,90,1,17,0.77,1,0,2.0802844901900754,90,0,0,1,0,4.499809670330265
78704,apartments,176,2,3,0.14,3,0,4.4174433167870095,88,0,0,1,0,4.477336814478207
78758,apartments,129,6,33,1.5,3,0,11.185820303964924,21.5,0,0,1,1,3.068052935133617
78745,apartments,95,1,14,0.63,4,362,7.542783221677225,95,1,0,1,1,4.553876891600541
78751,apartments,113,2,2,0.09,1,0,3.443780779031323,56.5,0,0,1,1,4.034240638152395
78702,apartments,94,2,123,5.63,1,55,2.3899891138436002,47,0,1,1,0,3.8501476017100584
78734,apartments,130,2,44,1.93,4,175,21.914979214304164,65,0,0,0,0,4.174387269895637
78731,apartments,100,3,12,0.53,2,0,8.197204686338077,33.333333333333336,0,0,1,0,3.506557897319982
78704,apartments,113,2,18,0.82,75,295,3.3343686144246334,56.5,1,0,1,0,4.034240638152395
78727,apartments,58,1,194,10.39,4,73,16.68990337603858,58,0,1,0,0,4.060443010546419
78741,apartments,195,3,1,0.05,1,0,3.5558570344977207,65,0,0,1,1,4.174387269895637
78729,apartments,187,3,62,2.85,1,263,20.34714874315673,62.333333333333336,1,0,0,0,4.132496328186477
78717,apartments,175,6,12,0.56,1,66,23.679540825151943,29.166666666666668,0,0,0,0,3.373026504695459
78757,apartments,70,1,19,0.83,7,299,8.076480720944115,70,1,0,1,1,4.248495242049359
78756,apartments,125,7,50,2.24,1,53,4.153920520637172,17.857142857142858,0,0,1,1,2.882403588246988
78704,apartments,166,2,42,1.89,1,255,3.369828576087968,83,1,0,1,0,4.418840607796598
78702,apartments,132,2,66,2.96,1,0,2.8979928748110724,66,0,0,1,0,4.189654742026425
78705,apartments,150,4,0,NA,1,0,2.3200743124804504,37.5,0,0,1,0,3.624340932976365
78702,apartments,151,2,2,0.15,1,0,2.148161049665284,75.5,0,0,1,0,4.324132656254979
78722,apartments,100,30,9,0.42,1,0,2.6842154448703037,3.3333333333333335,0,0,1,0,1.2039728043259361
78704,apartments,165,2,7,0.32,1,119,3.2625654947511125,82.5,0,0,1,0,4.412798293340635
78717,apartments,166,3,51,2.23,1,138,23.583717662702547,55.333333333333336,0,0,0,0,4.013375499688434
78758,apartments,84,30,4,0.22,3,294,16.17993092377299,2.8,1,0,0,1,1.0296194171811581
78745,apartments,225,3,18,0.83,1,1,10.566227335733014,75,0,0,1,1,4.31748811353631
78702,apartments,50,1,151,6.79,1,331,3.6605798588269756,50,1,1,1,0,3.912023005428146
78751,apartments,95,1,2,0.09,1,0,4.237421569969553,95,0,0,1,1,4.553876891600541
78722,apartments,95,2,31,1.44,1,0,3.233374891635507,47.5,0,0,1,0,3.8607297110405954
78752,apartments,250,3,2,0.09,1,0,7.766894227078395,83.33333333333333,0,0,1,1,4.422848629194137
78704,apartments,99,3,4,0.25,1,0,4.411643906357706,33,0,0,1,0,3.4965075614664802
78704,apartments,70,1,11,0.51,1,1,1.8078147686805548,70,0,0,1,0,4.248495242049359
78734,apartments,169,2,96,4.38,4,177,21.93381324153671,84.5,0,0,0,0,4.436751534363128
78758,apartments,87,30,6,0.35,1,314,16.108719871901204,2.9,1,0,0,1,1.0647107369924282
78741,apartments,77,1,85,3.72,1,0,4.63033097311699,77,0,0,1,1,4.343805421853684
78746,apartments,250,5,1,0.05,1,0,4.685084328464644,50,0,0,1,1,3.912023005428146
78704,apartments,130,60,0,NA,1,15,5.6464757962964125,2.1666666666666665,0,0,1,0,0.7731898882334817
78704,apartments,200,3,0,NA,1,0,3.770651361132042,66.66666666666667,0,0,1,0,4.199705077879927
78702,apartments,115,4,3,0.14,1,0,1.651754572350327,28.75,0,0,1,0,3.3586377672433594
78741,apartments,93,2,72,3.31,2,267,4.412495305810358,46.5,1,0,1,1,3.8394523125933104
78741,apartments,71,1,158,8.4,4,77,4.562892499340815,71,0,1,1,1,4.2626798770413155
78704,apartments,175,30,3,0.23,1,166,4.6964737450878875,5.833333333333333,0,0,1,0,1.7635885922613586
78702,apartments,139,2,32,1.43,22,86,1.940148618968268,69.5,0,0,1,0,4.241326752570746
78701,apartments,350,4,0,NA,1,0,0.4361920116338321,87.5,0,0,1,0,4.471638793363569
78745,apartments,180,2,1,0.1,1,0,7.931166191573612,90,0,0,1,1,4.499809670330265
78749,apartments,149,3,0,NA,1,0,11.190990781283649,49.666666666666664,0,0,1,1,3.905334017277349
78721,apartments,70,30,4,0.19,6,363,5.706646527688818,2.3333333333333335,1,0,1,0,0.8472978603872037
78703,apartments,179,2,12,0.55,1,0,3.080283315176003,89.5,0,0,1,0,4.4942386252808095
78722,apartments,155,2,0,NA,1,0,3.646063399851766,77.5,0,0,1,0,4.350277936359301
78741,apartments,32,1,22,0.99,1,0,5.019892362205052,32,0,0,1,1,3.4657359027997265
78702,apartments,99,1,66,2.96,1,0,2.630242807961309,99,0,0,1,0,4.59511985013459
78703,apartments,156,2,4,0.24,1,0,2.9112527405072757,78,0,0,1,0,4.356708826689592
78701,apartments,220,3,10,0.45,1,9,0.5076164408023116,73.33333333333333,0,0,1,0,4.295015257684252
78721,apartments,72,30,8,0.38,6,318,5.74392147613269,2.4,1,0,1,0,0.8754687373538999
78703,apartments,195,2,8,0.36,1,81,1.26088316404752,97.5,0,0,1,0,4.579852378003801
78721,apartments,131,7,2,0.11,1,49,6.633731214158114,18.714285714285715,0,0,1,0,2.929287174145838
78704,apartments,285,3,5,0.23,1,0,3.4827685043115744,95,0,0,1,0,4.553876891600541
78704,apartments,75,1,8,0.37,1,0,5.034262242066457,75,0,0,1,0,4.31748811353631
78757,apartments,125,2,22,1.07,1,344,8.003127606712424,62.5,1,0,1,1,4.135166556742356
78704,apartments,175,2,21,0.95,1,34,2.114879320110155,87.5,0,0,1,0,4.471638793363569
78704,apartments,162,2,55,3.1,1,49,3.313690253916945,81,0,0,1,0,4.394449154672439
78702,apartments,141,3,21,0.97,22,45,1.5911664080008188,47,0,0,1,0,3.8501476017100584
78702,apartments,159,2,15,0.71,22,79,1.7342732901958138,79.5,0,0,1,0,4.375757021660286
78753,apartments,55,30,45,2.67,1,0,10.547813522099899,1.8333333333333333,0,0,1,1,0.6061358035703155
78737,apartments,92,3,111,5,1,0,16.81823793066038,30.666666666666668,0,1,0,0,3.4231762883809305
78702,apartments,78,1,138,7.41,1,142,2.8660624410434035,78,0,1,1,0,4.356708826689592
78702,apartments,157,2,16,0.73,75,320,1.966583581126306,78.5,1,0,1,0,4.363098624788363
78701,apartments,333,4,0,NA,9,0,0.4146970394606579,83.25,0,0,1,0,4.421848128860553
78737,apartments,144,3,51,2.36,1,74,15.67649974433336,48,0,0,0,0,3.871201010907891
78702,apartments,33,14,71,3.2,8,0,4.47763035357034,2.357142857142857,0,0,1,0,0.8574502318512216
78723,apartments,500,7,0,NA,2,179,7.284973527574197,71.42857142857143,0,0,1,0,4.268697949366879
78701,apartments,174,2,2,0.09,9,0,0.39234646999771644,87,0,0,1,0,4.465908118654584
78758,apartments,31,1,77,3.54,1,0,14.500675995054367,31,0,0,1,1,3.4339872044851463
78704,apartments,234,7,31,1.44,2,309,1.8169018769919454,33.42857142857143,1,0,1,0,3.5094109663023882
78721,apartments,347,4,14,0.63,1,46,5.938311431957525,86.75,0,0,1,0,4.4630304188269685
78702,apartments,40,1,52,2.39,8,0,4.47763035357034,40,0,0,1,0,3.6888794541139363
78704,apartments,106,2,107,5.04,1,13,2.9209865646190227,53,0,1,1,0,3.970291913552122
78727,apartments,80,1,6,0.57,1,47,17.777456034934797,80,0,0,0,0,4.382026634673881
78738,apartments,79,2,42,1.95,2,77,24.557920939127783,39.5,0,0,0,0,3.676300671907076
78756,apartments,175,2,6,0.27,1,261,5.356568072037604,87.5,1,0,1,1,4.471638793363569
78703,apartments,490,5,1,0.05,1,87,0.7740571464692209,98,0,0,1,0,4.584967478670572
78702,apartments,52,1,89,4.05,8,0,4.47763035357034,52,0,0,1,0,3.9512437185814275
78745,apartments,75,1,10,0.81,1,0,7.168199393486586,75,0,0,1,1,4.31748811353631
78702,apartments,70,3,30,1.38,2,305,3.147529101425946,23.333333333333332,1,0,1,0,3.1498829533812494
78704,apartments,94,2,8,0.37,1,0,3.325054761063739,47,0,0,1,0,3.8501476017100584
78731,apartments,132,6,6,0.28,1,262,6.324263575108579,22,1,0,1,0,3.091042453358316
78704,apartments,189,2,35,2.17,2,25,3.0946868018593063,94.5,0,0,1,0,4.548599834499697
78702,apartments,125,30,14,0.67,1,100,1.609265048356776,4.166666666666667,0,0,1,0,1.4271163556401458
78745,apartments,36,1,80,3.69,1,141,9.745333119500556,36,0,0,1,1,3.58351893845611
78705,apartments,75,1,9,0.41,1,0,2.4284110379456423,75,0,0,1,0,4.31748811353631
78705,apartments,120,2,8,0.37,1,0,1.997752511413757,60,0,0,1,0,4.0943445622221
78723,apartments,179,2,13,0.65,1,0,5.026154603384749,89.5,0,0,1,0,4.4942386252808095
78723,apartments,150,2,10,0.46,1,0,7.066808660446298,75,0,0,1,0,4.31748811353631
78733,apartments,90,2,13,0.6,1,0,13.18997446646674,45,0,0,1,0,3.8066624897703196
78702,apartments,150,2,18,0.81,1,0,1.5091018116343473,75,0,0,1,0,4.31748811353631
78704,apartments,189,2,0,NA,1,0,2.4658869765437736,94.5,0,0,1,0,4.548599834499697
78754,apartments,210,30,5,0.23,1,200,11.49306386232446,7,0,0,1,1,1.9459101490553132
78704,apartments,68,1,55,2.49,2,0,4.0535391724722185,68,0,0,1,0,4.219507705176107
78703,apartments,250,3,1,0.07,1,0,2.581851460422928,83.33333333333333,0,0,1,0,4.422848629194137
78757,apartments,46,30,3,0.14,1,249,9.778385266760155,1.5333333333333334,1,0,1,1,0.42744401482693967
78745,apartments,85,2,3,0.14,1,0,11.546192096665076,42.5,0,0,1,1,3.7495040759303713
78723,apartments,250,4,2,0.09,2,83,7.4000777698631826,62.5,0,0,1,0,4.135166556742356
78752,apartments,91,2,108,4.98,1,99,7.902478497825491,45.5,0,1,1,1,3.817712325956905
78704,apartments,135,180,26,1.4,12,0,1.8723700767625089,0.75,0,0,1,0,-0.2876820724517809
78741,apartments,159,30,10,0.45,1,26,5.838888183422173,5.3,0,0,1,1,1.667706820558076
78702,apartments,90,2,60,2.77,3,0,3.654549079543342,45,0,0,1,0,3.8066624897703196
78702,apartments,40,14,51,2.33,8,0,4.47763035357034,2.857142857142857,0,0,1,0,1.0498221244986776
78745,apartments,67,2,82,3.8,4,49,9.250047013959682,33.5,0,0,1,1,3.5115454388310208
78701,apartments,275,6,0,NA,9,0,0.3470424243179551,45.833333333333336,0,0,1,0,3.8250116284385163
78741,apartments,58,2,7,0.32,1,0,3.9936824687430876,29,0,0,1,1,3.367295829986474
78734,apartments,321,7,2,0.1,1,0,25.804260335577407,45.857142857142854,0,0,0,0,3.8255309740747023
78727,apartments,95,60,4,0.19,3,146,19.169290116466048,1.5833333333333333,0,0,0,0,0.45953232937844013
78756,apartments,124,2,2,0.09,75,0,6.657176394859338,62,0,0,1,1,4.127134385045092
78736,apartments,144,2,46,2.35,1,172,22.773384756983152,72,0,0,0,0,4.276666119016055
78703,apartments,79,1,19,1.22,1,77,2.972807212442184,79,0,0,1,0,4.3694478524670215
78735,apartments,45,3,0,NA,15,0,10.105111351208542,15,0,0,1,0,2.70805020110221
78751,apartments,79,30,3,0.15,2,77,4.181459501218273,2.6333333333333333,0,0,1,1,0.9682504708048661
78721,apartments,65,5,2,0.09,1,6,5.394693134947336,13,0,0,1,0,2.5649493574615367
78705,apartments,72,2,77,3.51,9,0,1.3470408363872741,36,0,0,1,0,3.58351893845611
78741,apartments,60,30,5,0.23,6,293,5.983165404166183,2,1,0,1,1,0.6931471805599453
78702,apartments,275,3,40,1.87,22,117,2.099041654356541,91.66666666666667,0,0,1,0,4.518158808998462
78751,apartments,115,2,28,1.26,1,83,5.1250258566293985,57.5,0,0,1,1,4.051784947803305
78734,apartments,86,7,18,0.82,3,0,22.395379445673747,12.285714285714286,0,0,0,0,2.5084371471981943
78717,apartments,150,30,1,0.05,1,156,26.382086741934923,5,0,0,0,0,1.6094379124341003
78703,apartments,632,30,6,0.28,3,365,2.2694235732573627,21.066666666666666,1,0,1,0,3.0476920124847022
78734,apartments,289,3,102,4.73,1,146,20.478417975621806,96.33333333333333,0,1,0,0,4.567814399444322
78723,apartments,195,3,1,0.05,1,0,7.769865415811472,65,0,0,1,0,4.174387269895637
78702,apartments,260,30,19,0.86,1,0,3.5955888458421743,8.666666666666666,0,0,1,0,2.159484249353372
78758,apartments,55,3,2,0.1,15,0,14.074508708273331,18.333333333333332,0,0,1,1,2.908720896564361
78757,apartments,65,1,28,1.31,1,0,9.651858547093447,65,0,0,1,1,4.174387269895637
78702,apartments,39,1,76,3.51,8,0,4.47763035357034,39,0,0,1,0,3.6635616461296463
78746,apartments,94,2,1,0.05,75,11,6.115308314299023,47,0,0,1,1,3.8501476017100584
78741,apartments,119,2,4,0.19,1,0,3.1694035724209395,59.5,0,0,1,1,4.085976312551584
78702,apartments,144,3,28,1.32,6,0,3.763470018939394,48,0,0,1,0,3.871201010907891
78723,apartments,250,7,0,NA,2,179,7.40856807714361,35.714285714285715,0,0,1,0,3.575550768806933
78745,apartments,81,1,128,5.96,1,77,6.798334405111219,81,0,1,1,1,4.394449154672439
78704,apartments,80,29,4,0.21,5,261,3.512086545342265,2.7586206896551726,1,0,1,0,1.0147308046874077
78745,apartments,74,1,179,9.84,1,65,6.772220403203314,74,0,1,1,1,4.30406509320417
78723,apartments,64,1,41,1.93,1,87,5.817763138477979,64,0,0,1,0,4.1588830833596715
78734,apartments,179,2,4,0.31,75,352,25.826309844570364,89.5,1,0,0,0,4.4942386252808095
78704,apartments,193,7,6,0.37,1,0,5.408706445176973,27.571428571428573,0,0,1,0,3.316780039849572
78705,apartments,69,2,61,3.03,1,250,3.0757879088919404,34.5,1,0,1,0,3.5409593240373143
78750,apartments,65,2,93,4.38,1,20,20.398533821651768,32.5,0,0,0,1,3.481240089335692
78754,apartments,40,1,3,0.14,1,0,14.947853081604626,40,0,0,1,1,3.6888794541139363
78704,apartments,182,2,53,2.48,2,209,4.428597908149487,91,1,0,1,0,4.51085950651685
78704,apartments,89,1,61,2.81,140,0,5.291398506222594,89,0,0,1,0,4.48863636973214
78737,apartments,76,1,46,2.24,1,0,16.48307522304292,76,0,0,0,0,4.330733340286331
78722,apartments,98,30,3,0.19,1,91,3.7093122982826268,3.2666666666666666,0,0,1,0,1.1837700970084166
78733,apartments,125,2,12,0.67,1,253,13.223253778308123,62.5,1,0,1,0,4.135166556742356
78701,apartments,110,2,94,4.58,2,71,1.5181867279359031,55,0,0,1,0,4.007333185232471
78704,apartments,73,1,58,2.76,140,111,5.306216595836537,73,0,0,1,0,4.290459441148391
78704,apartments,86,1,65,3.1,140,149,5.342719186534779,86,0,0,1,0,4.454347296253507
78702,apartments,116,2,12,2.34,1,222,3.8139681916996446,58,1,0,1,0,4.060443010546419
78704,apartments,70,7,21,1.17,1,19,3.3898412193950826,10,0,0,1,0,2.302585092994046
78745,apartments,73,1,55,2.62,140,153,7.581206767285699,73,0,0,1,1,4.290459441148391
78745,apartments,93,1,28,1.34,140,172,7.621433913725936,93,0,0,1,1,4.532599493153256
78704,apartments,59,30,3,0.2,2,24,5.272488438556957,1.9666666666666666,0,0,1,0,0.676340062243564
78746,apartments,124,2,3,0.16,75,0,5.89443282091219,62,0,0,1,1,4.127134385045092
78741,apartments,85,7,11,0.6,1,237,4.285942434841954,12.142857142857142,1,0,1,1,2.496741107435003
78737,apartments,89,1,49,2.34,1,320,17.391319485696076,89,1,0,0,0,4.48863636973214
78704,apartments,90,1,6,0.3,1,0,4.846665071387315,90,0,0,1,0,4.499809670330265
78704,apartments,126,2,3,0.15,75,318,5.13775773179645,63,1,0,1,0,4.143134726391533
78725,apartments,200,7,22,1.26,1,250,17.765886352679743,28.571428571428573,1,0,0,0,3.3524072174927233
78721,apartments,72,30,6,0.35,6,329,5.635270129358236,2.4,1,0,1,0,0.8754687373538999
78751,apartments,80,30,1,0.07,1,80,4.799386058996576,2.6666666666666665,0,0,1,1,0.9808292530117262
78757,apartments,63,30,3,0.18,3,334,9.125687885479836,2.1,1,0,1,1,0.7419373447293773
78745,apartments,98,1,52,2.5,140,167,7.499980237262758,98,0,0,1,1,4.584967478670572
78704,apartments,91,1,59,2.76,19,0,5.3915674393218715,91,0,0,1,0,4.51085950651685
78702,apartments,175,2,6,0.3,2,0,3.9185568269262356,87.5,0,0,1,0,4.471638793363569
78704,apartments,60,1,42,2.02,19,357,5.3915674393218715,60,1,0,1,0,4.0943445622221
78733,apartments,2222,99,0,NA,52,132,12.291381430204687,22.444444444444443,0,0,1,0,3.1110431200649855
78746,apartments,2323,99,0,NA,52,141,7.7946764740640075,23.464646464646464,0,0,1,1,3.155494882635819
78733,apartments,2326,99,0,NA,52,132,12.514621148639494,23.494949494949495,0,0,1,0,3.1567854829440196
78733,apartments,863,99,0,NA,52,163,12.461532854481383,8.717171717171718,0,0,1,0,2.165294840948838
78746,apartments,1665,99,1,0.19,52,160,8.991867151351112,16.818181818181817,0,0,1,1,2.822460552279954
78746,apartments,2308,99,0,NA,52,129,5.9261409532585745,23.31313131313131,0,0,1,1,3.1490167774934004
78746,apartments,1912,99,1,0.16,52,150,6.96356951479563,19.31313131313131,0,0,1,1,2.9607852434767565
78704,apartments,98,1,52,2.53,140,120,5.478969338924087,98,0,0,1,0,4.584967478670572
78730,apartments,2709,99,4,0.54,52,152,14.006584094656603,27.363636363636363,0,0,1,0,3.309214991950505
78733,apartments,2094,99,1,0.19,52,150,13.731521738195163,21.151515151515152,0,0,1,0,3.051711541295892
78746,apartments,2709,99,0,NA,52,150,6.990574685706325,27.363636363636363,0,0,1,1,3.309214991950505
78723,apartments,65,1,3,0.15,1,0,7.56273583446781,65,0,0,1,0,4.174387269895637
78733,apartments,2264,99,0,NA,52,151,14.989133786188697,22.86868686868687,0,0,1,0,3.1297685891884837
78701,apartments,189,2,5,0.24,15,76,0.12622001290028692,94.5,0,0,1,0,4.548599834499697
78702,apartments,186,2,51,2.47,25,1,1.4177106255217429,93,0,0,1,0,4.532599493153256
78752,apartments,70,30,5,0.25,1,331,7.024292942332404,2.3333333333333335,1,0,1,1,0.8472978603872037
78727,apartments,33,30,5,0.26,1,170,17.317652909232073,1.1,0,0,0,0,0.09531017980432493
78727,apartments,70,30,4,0.22,3,242,17.9296978440677,2.3333333333333335,1,0,0,0,0.8472978603872037
78703,apartments,90,1,8,0.39,9,267,1.2564696530644264,90,1,0,1,0,4.499809670330265
78741,apartments,85,2,12,0.68,1,37,5.486255511121682,42.5,0,0,1,1,3.7495040759303713
78702,apartments,400,10,0,NA,2,0,2.4686171835857236,40,0,0,1,0,3.6888794541139363
78745,apartments,146,28,4,0.33,2,120,9.700758268018303,5.214285714285714,0,0,1,1,1.6514021115331325
78757,apartments,250,3,2,0.14,3,0,8.483191563048678,83.33333333333333,0,0,1,1,4.422848629194137
78704,apartments,150,2,2,0.22,2,364,3.222221652137083,75,1,0,1,0,4.31748811353631
78741,apartments,120,2,5,0.26,3,121,6.097654991292644,60,0,0,1,1,4.0943445622221
78721,apartments,119,2,37,1.78,1,0,4.81883575194304,59.5,0,0,1,0,4.085976312551584
78758,apartments,90,2,17,0.9,1,0,14.297301744034945,45,0,0,1,1,3.8066624897703196
78704,apartments,210,30,1,0.06,1,347,3.806787849410693,7,1,0,1,0,1.9459101490553132
78704,apartments,60,3,35,1.69,1,0,5.490304586476612,20,0,0,1,0,2.995732273553991
78701,apartments,295,3,0,NA,2,263,0.4168205719622669,98.33333333333333,1,0,1,0,4.58836306767171
78701,apartments,196,2,0,NA,15,58,0.15234491552366888,98,0,0,1,0,4.584967478670572
78734,apartments,135,180,13,0.67,1,213,23.52581812606095,0.75,1,0,0,0,-0.2876820724517809
78723,apartments,62,30,11,0.56,4,56,6.7474093305243175,2.066666666666667,0,0,1,0,0.7259370033829363
78751,apartments,60,30,7,0.42,1,235,4.407232309360936,2,1,0,1,1,0.6931471805599453
78741,apartments,55,30,31,1.52,1,0,5.931298398741162,1.8333333333333333,0,0,1,1,0.6061358035703155
78721,apartments,530,30,15,0.98,1,89,5.556359931534794,17.666666666666668,0,0,1,0,2.8716796248840124
78702,apartments,56,2,9,0.46,2,0,3.6598175414305545,28,0,0,1,0,3.332204510175204
78751,apartments,73,30,1,0.06,1,0,4.654787195816259,2.433333333333333,0,0,1,1,0.8892620594862357
78751,apartments,355,14,1,1,2,44,5.390924532090942,25.357142857142858,0,0,1,1,3.233060459860157
78704,apartments,89,1,11,0.55,1,29,5.548546125444623,89,0,0,1,0,4.48863636973214
78723,apartments,95,2,13,0.7,1,37,6.257208063796163,47.5,0,0,1,0,3.8607297110405954
78701,apartments,255,3,0,NA,1,13,0.21062069887384893,85,0,0,1,0,4.442651256490317
78757,apartments,180,2,1,0.07,1,0,9.85061665435799,90,0,0,1,1,4.499809670330265
78704,apartments,99,4,8,0.44,1,0,2.3082186427424656,24.75,0,0,1,0,3.2088254890146994
78746,apartments,98,1,34,1.7,140,87,6.436505062235258,98,0,0,1,1,4.584967478670572
78745,apartments,134,3,40,2.01,1,310,9.98376813839384,44.666666666666664,1,0,1,1,3.7992275112828016
78702,apartments,177,2,30,1.57,25,201,1.3181071087057983,88.5,1,0,1,0,4.483002552013883
78734,apartments,615,180,1,0.08,1,0,25.245434014123344,3.4166666666666665,0,0,0,0,1.2286654169163074
78748,apartments,136,4,40,2.4,1,24,13.447355753836648,34,0,0,1,1,3.5263605246161616
78722,apartments,145,2,26,1.57,1,190,2.785900447502539,72.5,0,0,1,0,4.283586561860629
78704,apartments,180,2,1,0.06,1,0,2.4025700769657723,90,0,0,1,0,4.499809670330265
78703,apartments,100,3,10,0.68,2,0,2.6257002468264012,33.333333333333336,0,0,1,0,3.506557897319982
