neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,distance,price_per_night,available_morethan_200,reviews_morethan_100,distance_morethan_15,good_neighbourhood,ln_price
78751,apartments,84,2,253,4.37,1,345,5.803626376803336,42,1,1,1,1,3.7376696182833684
78741,apartments,60,2,0,NA,1,0,5.24943895904354,30,0,0,1,1,3.4011973816621555
78731,apartments,146,2,3,3,1,2,6.832543523565193,73,0,0,1,0,4.290459441148391
78745,apartments,130,2,0,NA,1,0,7.812553467342873,65,0,0,1,1,4.174387269895637
78746,apartments,85,2,101,1.74,1,0,4.592524932918315,42.5,0,1,1,1,3.7495040759303713
78702,apartments,85,1,7,0.12,1,0,4.572028637713932,85,0,0,1,0,4.442651256490317
78757,apartments,125,2,67,1.15,1,333,8.698566393778515,62.5,1,0,1,1,4.135166556742356
78722,apartments,44,1,2,0.03,1,0,3.1117782971109067,44,0,0,1,0,3.784189633918261
78734,apartments,323,4,4,0.07,2,121,25.0385712100529,80.75,0,0,0,0,4.391357962102766
78705,apartments,89,3,1,0.02,1,0,2.364776360868036,29.666666666666668,0,0,1,0,3.39002408106403
78722,apartments,90,2,0,NA,2,0,3.638470262589068,45,0,0,1,0,3.8066624897703196
78756,apartments,65,1,4,0.07,1,0,4.651206586215815,65,0,0,1,1,4.174387269895637
78734,apartments,450,28,0,NA,2,349,25.175772305432773,16.071428571428573,1,0,0,0,2.7770430725891617
78753,apartments,180,2,0,NA,1,0,15.89487941278187,90,0,0,0,1,4.499809670330265
78722,apartments,69,1,15,0.26,1,0,3.177507838642452,69,0,0,1,0,4.23410650459726
78704,apartments,99,2,1,0.02,1,0,4.379743967347677,49.5,0,0,1,0,3.901972669574645
78705,apartments,100,2,4,0.09,1,0,1.6920276547429431,50,0,0,1,0,3.912023005428146
78703,apartments,161,2,127,3.74,1,36,1.539454352672058,80.5,0,1,1,0,4.388257184424518
78731,apartments,111,2,50,0.88,1,46,8.976718344830168,55.5,0,0,1,0,4.0163830207523885
78756,apartments,62,3,109,1.9,1,269,5.404549707411548,20.666666666666668,1,1,1,1,3.028522096376982
78704,apartments,75,31,10,0.19,1,217,2.510208143790468,2.4193548387096775,1,0,1,0,0.8835009090511642
78757,apartments,159,45,35,0.61,12,70,10.018414537981936,3.533333333333333,0,0,1,1,1.2622417124499117
78751,apartments,89,1,262,4.56,1,0,4.046111188181908,89,0,1,1,1,4.48863636973214
78702,apartments,119,2,365,6.3,3,173,1.8168142269826684,59.5,0,1,1,0,4.085976312551584
78702,apartments,110,2,365,6.35,3,161,1.8168142269826684,55,0,1,1,0,4.007333185232471
78741,apartments,299,3,2,0.07,1,365,6.707211917492858,99.66666666666667,1,0,1,1,4.601831284722577
78757,apartments,180,2,0,NA,1,0,9.949748333957638,90,0,0,1,1,4.499809670330265
78752,apartments,85,2,6,0.6,1,0,6.62280584027758,42.5,0,0,1,1,3.7495040759303713
78702,apartments,55,2,459,8.03,2,49,3.531962985329719,27.5,0,1,1,0,3.3141860046725258
78704,apartments,69,1,2,0.04,1,0,3.6135156899243768,69,0,0,1,0,4.23410650459726
78717,apartments,75,1,0,NA,1,0,22.941351255194228,75,0,0,0,0,4.31748811353631
78751,apartments,96,1,381,6.69,2,359,3.5425720488750936,96,1,1,1,1,4.564348191467836
78704,apartments,125,2,26,0.46,1,0,3.2120822311615713,62.5,0,0,1,0,4.135166556742356
78703,apartments,180,2,35,0.61,1,0,1.128891847966457,90,0,0,1,0,4.499809670330265
78704,apartments,265,3,44,0.84,2,128,3.4707144251055215,88.33333333333333,0,0,1,0,4.481117537318112
78741,apartments,115,2,23,0.41,3,0,5.318861366769362,57.5,0,0,1,1,4.051784947803305
78702,apartments,55,1,11,0.2,3,0,2.152231322659739,55,0,0,1,0,4.007333185232471
78702,apartments,100,31,0,NA,1,83,3.5938336746026605,3.225806451612903,0,0,1,0,1.171182981502945
78705,apartments,100,2,32,0.57,1,0,2.9059642254484728,50,0,0,1,0,3.912023005428146
78704,apartments,161,3,150,2.8,2,229,3.756917372995436,53.666666666666664,1,1,1,0,3.982792076316353
78705,apartments,59,3,2,0.04,1,0,2.786234932323815,19.666666666666668,0,0,1,0,2.9789251552376097
78746,apartments,2643,30,1,0.04,2,279,9.411357853342254,88.1,1,0,1,1,4.478472532942134
78748,apartments,105,30,9,0.16,1,184,16.25636148619074,3.5,0,0,0,1,1.252762968495368
78703,apartments,55,30,46,0.82,1,66,1.8862256832986064,1.8333333333333333,0,0,1,0,0.6061358035703155
78704,apartments,122,2,263,4.63,5,312,4.008903246984325,61,1,1,1,0,4.110873864173311
78703,apartments,152,2,162,3,13,188,1.6300810434363526,76,0,1,1,0,4.330733340286331
78732,apartments,385,5,3,0.06,1,0,18.52804823550489,77,0,0,0,0,4.343805421853684
78744,apartments,136,2,97,1.88,1,81,9.49710971143595,68,0,0,1,1,4.219507705176107
78751,apartments,99,30,48,0.85,2,109,5.217568986157389,3.3,0,0,1,1,1.1939224684724346
78705,apartments,149,2,0,NA,1,0,2.786323147725154,74.5,0,0,1,0,4.310799125385514
78723,apartments,90,1,263,4.9,2,0,4.966417007576285,90,0,1,1,0,4.499809670330265
78751,apartments,95,1,4,0.07,1,0,3.458016755147269,95,0,0,1,1,4.553876891600541
78745,apartments,100,7,11,0.22,1,0,7.500636600355612,14.285714285714286,0,0,1,1,2.659260036932778
78758,apartments,65,7,2,0.04,1,0,14.311511709310503,9.285714285714286,0,0,1,1,2.228477120840324
78722,apartments,130,14,1,0.02,1,0,2.6477410673551187,9.285714285714286,0,0,1,0,2.228477120840324
78751,apartments,104,2,458,8.14,1,81,4.2053395424335545,52,0,1,1,1,3.9512437185814275
78704,apartments,68,30,2,0.05,2,75,3.397563184570611,2.2666666666666666,0,0,1,0,0.8183103235139513
78741,apartments,65,29,102,1.88,2,260,5.699226466132319,2.2413793103448274,1,1,1,1,0.807091439909163
78704,apartments,123,3,116,2.18,1,60,3.3471974513370566,41,0,1,1,0,3.713572066704308
78702,apartments,109,3,113,2.16,1,0,3.6742248664433492,36.333333333333336,0,1,1,0,3.592735593561034
78703,apartments,72,1,290,5.23,1,75,2.8988228042408597,72,0,1,1,0,4.276666119016055
78704,apartments,160,2,2,0.04,1,0,3.0448042904818204,80,0,0,1,0,4.382026634673881
78704,apartments,87,2,94,1.69,1,262,3.1490316219517345,43.5,1,0,1,0,3.7727609380946383
78721,apartments,150,2,0,NA,1,89,4.67257804559849,75,0,0,1,0,4.31748811353631
78703,apartments,95,1,118,2.31,1,0,1.67725111284117,95,0,1,1,0,4.553876891600541
78702,apartments,116,3,4,0.09,1,0,2.6239622496541024,38.666666666666664,0,0,1,0,3.654977902438255
78741,apartments,70,2,3,0.05,1,333,4.068376344579519,35,1,0,1,1,3.5553480614894135
78704,apartments,144,3,35,0.9,1,0,2.3823097651516636,48,0,0,1,0,3.871201010907891
78745,apartments,82,2,5,0.09,1,0,8.178117978586714,41,0,0,1,1,3.713572066704308
78741,apartments,150,3,2,0.04,1,0,4.911540951411659,50,0,0,1,1,3.912023005428146
78738,apartments,115,2,47,0.84,1,16,18.029596229999996,57.5,0,0,0,0,4.051784947803305
78749,apartments,50,1,9,0.16,4,0,9.953752916406785,50,0,0,1,1,3.912023005428146
78734,apartments,41,1,328,5.84,3,244,20.94288955351073,41,1,1,0,0,3.713572066704308
78723,apartments,150,2,21,0.38,2,0,8.600794225789999,75,0,0,1,0,4.31748811353631
78702,apartments,40,2,0,NA,1,0,3.635703779222934,20,0,0,1,0,2.995732273553991
78704,apartments,150,2,28,0.54,2,0,3.187230305360038,75,0,0,1,0,4.31748811353631
78737,apartments,60,1,0,NA,1,0,20.292032131618406,60,0,0,0,0,4.0943445622221
78747,apartments,60,20,0,NA,1,0,12.185265242273674,3,0,0,1,1,1.0986122886681098
78705,apartments,164,3,21,0.38,1,89,2.972634565111986,54.666666666666664,0,0,1,0,4.001254139156089
78758,apartments,85,30,9,0.17,1,0,14.558496867942017,2.8333333333333335,0,0,1,1,1.0414538748281612
78704,apartments,104,30,322,6.13,1,56,4.0136928089843655,3.466666666666667,0,1,1,0,1.2431935174792172
78741,apartments,18,1,2,0.04,1,0,5.523572907867563,18,0,0,1,1,2.8903717578961645
78704,apartments,69,3,14,0.26,1,0,1.8251481699407255,23,0,0,1,0,3.1354942159291497
78741,apartments,88,1,21,0.41,1,0,3.123949703996592,88,0,0,1,1,4.477336814478207
78730,apartments,85,90,5,0.09,2,301,10.63747508776167,0.9444444444444444,1,0,1,0,-0.05715841383994864
78724,apartments,111,2,10,0.18,1,0,10.917648190790802,55.5,0,0,1,0,4.0163830207523885
78702,apartments,77,2,226,4.16,2,148,2.687099433837952,38.5,0,1,1,0,3.6506582412937387
78746,apartments,151,3,3,0.07,1,0,9.43331912272632,50.333333333333336,0,0,1,1,3.9186675481468147
78702,apartments,150,30,61,1.19,1,134,3.023119514199418,5,0,0,1,0,1.6094379124341003
78704,apartments,85,2,236,4.32,5,327,4.323454660095158,42.5,1,1,1,0,3.7495040759303713
78734,apartments,150,2,51,0.93,1,0,24.040708955267867,75,0,0,0,0,4.31748811353631
78722,apartments,50,1,289,5.34,1,0,3.8386324989548286,50,0,1,1,0,3.912023005428146
78745,apartments,204,10,45,0.91,11,273,7.492047241338086,20.4,1,0,1,1,3.0155349008501706
78704,apartments,85,5,135,2.49,1,28,2.7572324426811003,17,0,1,1,0,2.833213344056216
78701,apartments,98,1,340,6.31,1,286,0.5551759374553051,98,1,1,1,0,4.584967478670572
78704,apartments,55,3,7,0.13,4,0,5.089627456172031,18.333333333333332,0,0,1,0,2.908720896564361
78748,apartments,50,1,4,0.07,1,0,12.828247586469335,50,0,0,1,1,3.912023005428146
78704,apartments,195,2,19,0.35,2,0,3.0905079793104435,97.5,0,0,1,0,4.579852378003801
78745,apartments,49,30,22,0.44,5,308,6.361420961671178,1.6333333333333333,1,0,1,1,0.4906229164484712
78727,apartments,104,30,14,0.27,1,72,18.65477664475802,3.466666666666667,0,0,0,0,1.2431935174792172
78704,apartments,150,2,23,0.44,1,0,4.513903018185736,75,0,0,1,0,4.31748811353631
78741,apartments,85,2,7,0.13,1,0,5.20122500160862,42.5,0,0,1,1,3.7495040759303713
78705,apartments,80,1,1,0.02,1,0,2.5777420309370647,80,0,0,1,0,4.382026634673881
78741,apartments,75,1,1,0.03,1,0,4.557314594214916,75,0,0,1,1,4.31748811353631
78751,apartments,130,2,10,0.18,1,0,4.6605962389185125,65,0,0,1,1,4.174387269895637
78704,apartments,175,2,11,0.22,1,364,5.185895980532238,87.5,1,0,1,0,4.471638793363569
78741,apartments,94,1,18,0.33,1,0,3.8530993799248283,94,0,0,1,1,4.543294782270004
78745,apartments,72,2,274,5.33,1,167,7.306722879142447,36,0,1,1,1,3.58351893845611
78703,apartments,125,2,6,0.11,1,0,1.6199546241887477,62.5,0,0,1,0,4.135166556742356
78702,apartments,85,1,7,0.13,1,0,4.499385511889422,85,0,0,1,0,4.442651256490317
78722,apartments,99,2,327,6.06,1,318,2.457006732290655,49.5,1,1,1,0,3.901972669574645
78745,apartments,175,3,15,2.57,1,300,9.430254727119882,58.333333333333336,1,0,1,1,4.0661736852554045
78723,apartments,50,15,3,0.06,1,0,5.82535122818251,3.3333333333333335,0,0,1,0,1.2039728043259361
78704,apartments,78,2,107,1.97,2,0,3.9930744850917903,39,0,1,1,0,3.6635616461296463
78745,apartments,79,30,41,0.79,5,321,6.46596320709328,2.6333333333333333,1,0,1,1,0.9682504708048661
78723,apartments,85,2,23,0.5,1,0,7.2879651980069715,42.5,0,0,1,0,3.7495040759303713
78702,apartments,100,30,117,2.18,1,266,4.398249499738291,3.3333333333333335,1,1,1,0,1.2039728043259361
78756,apartments,88,27,16,0.37,13,223,4.134056818829738,3.259259259259259,1,0,1,1,1.1814999484738773
78756,apartments,131,2,161,3.06,1,85,4.348630544928592,65.5,0,1,1,1,4.182050142641207
78744,apartments,50,1,0,NA,1,0,8.147158283779769,50,0,0,1,1,3.912023005428146
78704,apartments,98,2,8,0.15,1,0,1.7944712218951915,49,0,0,1,0,3.8918202981106265
78702,apartments,78,2,235,4.44,1,0,1.5489877093302478,39,0,1,1,0,3.6635616461296463
78702,apartments,85,2,130,2.44,1,74,5.800751943519898,42.5,0,1,1,0,3.7495040759303713
78751,apartments,35,2,4,0.07,1,0,4.439324581544269,17.5,0,0,1,1,2.8622008809294686
78729,apartments,89,1,258,4.89,1,305,21.402862578198473,89,1,1,0,0,4.48863636973214
78705,apartments,115,2,1,0.03,1,0,2.822141656874535,57.5,0,0,1,0,4.051784947803305
78751,apartments,92,1,149,2.8,4,0,5.447513055307404,92,0,1,1,1,4.5217885770490405
78705,apartments,86,2,114,2.16,1,1,2.6455630967021047,43,0,1,1,0,3.7612001156935624
78751,apartments,117,2,134,2.55,1,83,3.6149265135449387,58.5,0,1,1,1,4.069026754237811
78702,apartments,185,2,104,2.01,1,0,2.6557522199602905,92.5,0,1,1,0,4.52720864451838
78751,apartments,180,2,125,2.44,1,108,5.473756777235778,90,0,1,1,1,4.499809670330265
78751,apartments,76,30,18,0.39,1,0,4.849613112266397,2.533333333333333,0,0,1,1,0.9295359586241757
78703,apartments,100,2,317,6.04,8,343,1.035545118510191,50,1,1,1,0,3.912023005428146
78746,apartments,104,2,76,1.63,1,8,5.031707152179486,52,0,0,1,1,3.9512437185814275
78704,apartments,90,30,70,1.4,1,125,4.899068144707417,3,0,0,1,0,1.0986122886681098
78721,apartments,52,1,307,5.78,1,19,4.771413499397909,52,0,1,1,0,3.9512437185814275
78757,apartments,255,45,55,1.06,12,95,7.383486422006009,5.666666666666667,0,0,1,1,1.7346010553881064
78729,apartments,189,2,22,0.45,1,4,22.049177932848476,94.5,0,0,0,0,4.548599834499697
78728,apartments,128,2,54,1.04,1,178,21.960707486775608,64,0,0,0,0,4.1588830833596715
78722,apartments,167,2,70,1.34,1,298,3.1180856586076837,83.5,1,0,1,0,4.42484663185681
78703,apartments,395,7,0,NA,1,358,3.3527288224334706,56.42857142857143,1,0,1,0,4.0329756158458085
78723,apartments,140,2,240,4.63,2,226,7.710482421429195,70,1,1,1,0,4.248495242049359
78702,apartments,165,2,33,0.64,1,200,1.6576077563421516,82.5,0,0,1,0,4.412798293340635
78703,apartments,150,43,0,NA,1,0,3.9277861724708933,3.488372093023256,0,0,1,0,1.2494351784026934
78704,apartments,139,3,46,0.89,1,0,3.256107535589293,46.333333333333336,0,0,1,0,3.835861644462582
78756,apartments,149,2,55,1.42,1,182,5.234501234717539,74.5,0,0,1,1,4.310799125385514
78745,apartments,60,2,59,1.17,1,226,6.37739944628867,30,1,0,1,1,3.4011973816621555
78741,apartments,89,2,1,0.02,1,0,4.284074412853652,44.5,0,0,1,1,3.7954891891721947
78705,apartments,85,1,36,0.72,2,36,2.8712727586989106,85,0,0,1,0,4.442651256490317
78702,apartments,198,2,61,1.18,1,0,2.410969599890361,99,0,0,1,0,4.59511985013459
78756,apartments,107,2,41,2.15,1,41,5.354618741180388,53.5,0,0,1,1,3.979681653901961
78759,apartments,250,30,1,0.08,1,282,11.713762495882827,8.333333333333334,1,0,1,1,2.120263536200091
78723,apartments,71,2,158,3.44,1,160,5.945284028197957,35.5,0,1,1,0,3.56953269648137
78751,apartments,60,30,4,0.1,2,1,3.543076408455282,2,0,0,1,1,0.6931471805599453
78704,apartments,86,2,357,6.84,1,316,5.262976566019901,43,1,1,1,0,3.7612001156935624
78704,apartments,82,30,24,0.49,4,262,3.2022942875847287,2.7333333333333334,1,0,1,0,1.0055218656020977
78704,apartments,170,2,5,0.1,1,0,2.6087853110072428,85,0,0,1,0,4.442651256490317
78745,apartments,175,7,66,1.27,5,78,6.620565540080108,25,0,0,1,1,3.2188758248682006
78723,apartments,92,2,16,1.01,1,0,5.973994574816991,46,0,0,1,0,3.828641396489095
78703,apartments,125,3,83,1.61,1,157,2.6961158778086762,41.666666666666664,0,0,1,0,3.7297014486341915
78704,apartments,130,150,22,0.42,1,0,5.390664412300802,0.8666666666666667,0,0,1,0,-0.1431008436406733
78729,apartments,169,2,36,2.31,1,156,19.59684834180196,84.5,0,0,0,0,4.436751534363128
78722,apartments,163,2,2,0.2,1,0,3.479264613601098,81.5,0,0,1,0,4.400603020246817
78702,apartments,99,2,66,1.3,1,359,2.510702346228244,49.5,1,0,1,0,3.901972669574645
78734,apartments,206,30,36,0.69,1,362,25.090289981250148,6.866666666666666,1,0,0,0,1.9266787871274256
78745,apartments,130,2,28,0.55,1,167,9.620064101665882,65,0,0,1,1,4.174387269895637
78704,apartments,72,2,117,2.27,3,270,4.655481820278248,36,1,1,1,0,3.58351893845611
78702,apartments,98,3,80,1.55,1,0,3.478341902954064,32.666666666666664,0,0,1,0,3.4863551900024623
78741,apartments,99,2,58,1.12,1,0,3.558119525859024,49.5,0,0,1,1,3.901972669574645
78723,apartments,91,3,71,1.82,1,36,6.050024825562363,30.333333333333332,0,0,1,0,3.41224721784874
78741,apartments,95,30,60,1.18,1,273,5.7962868688755815,3.1666666666666665,1,0,1,1,1.1526795099383853
78752,apartments,129,2,65,2.86,1,92,6.795993447889272,64.5,0,0,1,1,4.1666652238017265
78744,apartments,79,2,79,1.53,1,0,12.201068024241572,39.5,0,0,1,1,3.676300671907076
78704,apartments,125,2,54,1.04,1,305,4.990539871241519,62.5,1,0,1,0,4.135166556742356
78759,apartments,57,1,22,0.42,1,0,10.715522855640431,57,0,0,1,1,4.04305126783455
78745,apartments,196,2,33,0.82,1,321,7.276846926914341,98,1,0,1,1,4.584967478670572
78746,apartments,200,3,5,0.1,1,0,4.503138392082108,66.66666666666667,0,0,1,1,4.199705077879927
78739,apartments,125,3,89,1.73,1,160,16.256563251139102,41.666666666666664,0,0,0,0,3.7297014486341915
78751,apartments,78,2,106,2.06,5,139,3.447209199061757,39,0,1,1,1,3.6635616461296463
78705,apartments,151,2,4,0.08,1,0,1.504482013155067,75.5,0,0,1,0,4.324132656254979
78704,apartments,193,2,31,0.67,3,103,3.3970706618036695,96.5,0,0,1,0,4.56954300834494
78705,apartments,49,1,13,0.26,2,0,2.7174262945917658,49,0,0,1,0,3.8918202981106265
78733,apartments,198,2,36,0.71,1,177,13.009663259559595,99,0,0,1,0,4.59511985013459
78749,apartments,70,1,395,7.69,2,345,12.212710877407597,70,1,1,1,1,4.248495242049359
78746,apartments,183,2,93,1.86,13,161,7.75698029416839,91.5,0,0,1,1,4.516338972281476
78738,apartments,125,2,72,1.56,1,349,27.22104103407895,62.5,1,0,0,0,4.135166556742356
78756,apartments,79,2,6,0.13,13,0,4.822361986495167,39.5,0,0,1,1,3.676300671907076
78753,apartments,65,2,119,2.32,1,0,14.59586987935831,32.5,0,1,1,1,3.481240089335692
78749,apartments,105,2,23,0.45,2,202,10.407849411802562,52.5,1,0,1,1,3.960813169597578
78737,apartments,120,2,63,1.84,1,0,16.78187752971884,60,0,0,0,0,4.0943445622221
78702,apartments,159,2,0,NA,1,0,3.1456678075177744,79.5,0,0,1,0,4.375757021660286
78702,apartments,75,2,247,4.83,3,154,2.8819117689067353,37.5,0,1,1,0,3.624340932976365
78704,apartments,191,3,153,3.01,1,3,3.505923369682941,63.666666666666664,0,1,1,0,4.15366113937852
78702,apartments,68,1,95,1.84,2,0,2.0278596507116022,68,0,0,1,0,4.219507705176107
78702,apartments,168,2,134,2.62,2,85,2.5889206029681358,84,0,1,1,0,4.430816798843313
78705,apartments,150,3,63,1.26,1,0,2.8196957126382065,50,0,0,1,0,3.912023005428146
78734,apartments,180,3,53,1.16,1,206,24.772529248164457,60,1,0,0,0,4.0943445622221
78702,apartments,173,3,157,3.05,1,58,1.3574686474298034,57.666666666666664,0,1,1,0,4.054679305829669
78704,apartments,47,2,3,0.12,1,0,5.596884716810188,23.5,0,0,1,0,3.1570004211501135
78723,apartments,136,3,39,0.85,1,39,4.206767563707609,45.333333333333336,0,0,1,0,3.8140425970679424
78746,apartments,89,2,65,1.28,1,346,6.411801552222,44.5,1,0,1,1,3.7954891891721947
78702,apartments,112,2,7,0.22,1,0,3.926587562201875,56,0,0,1,0,4.02535169073515
78745,apartments,139,2,6,0.12,1,0,12.31351984402337,69.5,0,0,1,1,4.241326752570746
78741,apartments,93,1,137,2.89,2,249,4.61738644520458,93,1,1,1,1,4.532599493153256
78702,apartments,400,8,2,0.04,2,0,3.657627031937549,50,0,0,1,0,3.912023005428146
78723,apartments,90,2,32,0.62,1,30,7.793073689275583,45,0,0,1,0,3.8066624897703196
78702,apartments,97,2,21,0.41,1,0,1.360349665990002,48.5,0,0,1,0,3.8815637979434374
78723,apartments,195,2,50,1,1,3,4.90076481840735,97.5,0,0,1,0,4.579852378003801
78758,apartments,146,30,9,0.18,4,0,14.965750385783148,4.866666666666666,0,0,1,1,1.5824092400461809
78744,apartments,175,3,0,NA,1,6,12.310601287067191,58.333333333333336,0,0,1,1,4.0661736852554045
78752,apartments,102,2,140,2.76,2,346,8.16334184142356,51,1,1,1,1,3.9318256327243257
78703,apartments,60,7,52,1.04,2,180,3.118235965150418,8.571428571428571,0,0,1,0,2.1484344131667874
78717,apartments,421,28,31,0.73,1,171,23.836743992929673,15.035714285714286,0,0,0,0,2.7104283235071773
78704,apartments,160,2,5,0.1,1,0,2.2919371137951368,80,0,0,1,0,4.382026634673881
78701,apartments,164,2,20,0.51,1,272,0.7856454952785619,82,1,0,1,0,4.406719247264253
78751,apartments,86,1,388,7.63,1,37,4.661310154636459,86,0,1,1,1,4.454347296253507
78741,apartments,190,3,2,0.07,1,0,2.81913460954633,63.333333333333336,0,0,1,1,4.148411783492376
78704,apartments,91,2,54,1.06,2,93,3.047098732657,45.5,0,0,1,0,3.817712325956905
78701,apartments,158,2,143,2.84,4,76,1.545194014609977,79,0,1,1,0,4.3694478524670215
78704,apartments,125,4,19,0.38,1,353,3.3448354543954255,31.25,1,0,1,0,3.4420193761824107
78745,apartments,20,7,0,NA,1,0,8.69646044452796,2.857142857142857,0,0,1,1,1.0498221244986776
78704,apartments,73,2,6,0.13,1,0,5.633052252160812,36.5,0,0,1,0,3.597312260588446
78745,apartments,205,3,16,0.32,1,268,10.02674290721181,68.33333333333333,1,0,1,1,4.2243976904702984
78758,apartments,69,2,3,0.06,1,0,15.29783257068909,34.5,0,0,0,1,3.5409593240373143
78703,apartments,59,1,83,1.65,1,0,0.9994120225370239,59,0,0,1,0,4.07753744390572
78732,apartments,837,30,9,0.21,1,356,19.32565805198997,27.9,1,0,0,0,3.32862668882732
78751,apartments,76,30,12,0.27,2,136,5.128116526592062,2.533333333333333,0,0,1,1,0.9295359586241757
78744,apartments,60,2,24,0.48,1,0,10.660627518582924,30,0,0,1,1,3.4011973816621555
78751,apartments,71,3,114,2.27,1,0,5.660458436078711,23.666666666666668,0,1,1,1,3.164067588373206
78722,apartments,90,1,169,3.38,3,232,2.8342190353276107,90,1,1,1,0,4.499809670330265
78734,apartments,156,2,114,2.27,1,358,25.793516121753342,78,1,1,0,0,4.356708826689592
78704,apartments,70,1,3,0.06,1,0,5.4030143380250815,70,0,0,1,0,4.248495242049359
78741,apartments,90,1,260,6.55,2,169,4.618476448440468,90,0,1,1,1,4.499809670330265
78702,apartments,94,2,3,0.06,1,0,1.8105251207742925,47,0,0,1,0,3.8501476017100584
78702,apartments,62,2,25,0.5,1,0,2.620274878836524,31,0,0,1,0,3.4339872044851463
78705,apartments,125,2,2,0.04,1,0,1.6651985233250708,62.5,0,0,1,0,4.135166556742356
78704,apartments,64,2,277,5.54,1,0,3.2697728657538674,32,0,1,1,0,3.4657359027997265
78757,apartments,195,3,96,1.99,2,344,7.075835728755942,65,1,0,1,1,4.174387269895637
78735,apartments,119,2,15,0.31,1,232,7.716371772493434,59.5,1,0,1,0,4.085976312551584
78703,apartments,135,2,266,5.38,1,191,1.1060428867605199,67.5,0,1,1,0,4.212127597878484
78703,apartments,132,2,218,4.49,7,59,1.2263362118841055,66,0,1,1,0,4.189654742026425
78704,apartments,137,2,111,2.37,1,39,3.035582137402921,68.5,0,1,1,0,4.22683374526818
78757,apartments,100,90,3,0.07,19,352,6.642239966014097,1.1111111111111112,1,0,1,1,0.10536051565782635
78723,apartments,93,1,42,0.92,3,160,8.234395943640955,93,0,0,1,0,4.532599493153256
78735,apartments,115,2,68,1.36,1,0,10.793043268445192,57.5,0,0,1,0,4.051784947803305
78741,apartments,65,1,0,NA,1,0,4.504025545550829,65,0,0,1,1,4.174387269895637
78702,apartments,141,3,129,3.21,1,53,1.9402633315696005,47,0,1,1,0,3.8501476017100584
78725,apartments,125,2,0,NA,1,0,8.120540106978197,62.5,0,0,1,0,4.135166556742356
78702,apartments,289,3,79,1.62,1,0,1.6383079427029974,96.33333333333333,0,0,1,0,4.567814399444322
78702,apartments,167,2,209,4.29,1,239,2.4923767389905134,83.5,1,1,1,0,4.42484663185681
78702,apartments,100,2,5,0.1,1,0,1.4527765371366328,50,0,0,1,0,3.912023005428146
78751,apartments,111,2,1,0.02,1,0,4.106165316305745,55.5,0,0,1,1,4.0163830207523885
78704,apartments,90,30,10,0.26,3,78,3.1748548139858297,3,0,0,1,0,1.0986122886681098
78702,apartments,153,2,131,2.71,26,365,2.8442940089447855,76.5,1,1,1,0,4.33729074083249
78749,apartments,147,30,37,0.77,2,92,14.44712345476629,4.9,0,0,1,1,1.589235205116581
78704,apartments,150,2,17,0.38,1,308,3.77979455013553,75,1,0,1,0,4.31748811353631
78757,apartments,83,30,7,0.19,3,325,9.060192280077674,2.7666666666666666,1,0,1,1,1.0176432261344426
78704,apartments,135,2,76,1.6,1,179,5.02632222382352,67.5,0,0,1,0,4.212127597878484
78758,apartments,150,2,11,0.23,1,1,12.923170776701456,75,0,0,1,1,4.31748811353631
78702,apartments,149,3,28,0.87,1,0,2.808661053243999,49.666666666666664,0,0,1,0,3.905334017277349
78746,apartments,349,31,7,0.18,1,88,8.954203788159552,11.258064516129032,0,0,1,1,2.4210847177172807
78741,apartments,45,7,1,0.02,1,0,4.502232099455494,6.428571428571429,0,0,1,1,1.8607523407150064
78759,apartments,211,45,41,0.86,12,105,11.710060562051165,4.688888888888889,0,0,1,1,1.5451956437057468
78727,apartments,59,2,4,0.08,1,0,17.321891216376805,29.5,0,0,0,0,3.3843902633457743
78702,apartments,111,2,220,4.55,2,0,2.521017940232563,55.5,0,1,1,0,4.0163830207523885
78744,apartments,135,30,63,1.33,3,0,11.455109256131488,4.5,0,0,1,1,1.5040773967762742
78745,apartments,112,2,2,0.04,1,0,7.705105096857983,56,0,0,1,1,4.02535169073515
78737,apartments,150,2,0,NA,1,0,25.501171556287805,75,0,0,0,0,4.31748811353631
78704,apartments,97,1,86,1.85,5,14,2.5756498166552024,97,0,0,1,0,4.574710978503383
78758,apartments,37,1,508,10.61,5,8,9.802465789006813,37,0,1,1,1,3.6109179126442243
78751,apartments,89,1,71,1.48,1,1,5.17018154067554,89,0,0,1,1,4.48863636973214
78757,apartments,58,2,0,NA,4,295,7.399479626492333,29,1,0,1,1,3.367295829986474
78701,apartments,83,1,344,7.17,1,222,0.8901844423958584,83,1,1,1,0,4.418840607796598
78704,apartments,79,2,9,0.28,4,271,3.226298797790568,39.5,1,0,1,0,3.676300671907076
78734,apartments,126,2,40,1.18,4,327,21.60487879103084,63,1,0,0,0,4.143134726391533
78704,apartments,86,2,132,2.74,21,211,3.0326936620613743,43,1,1,1,0,3.7612001156935624
78741,apartments,225,3,3,0.07,1,0,3.8073082767175763,75,0,0,1,1,4.31748811353631
78751,apartments,91,1,239,5.02,2,309,3.5680696137503336,91,1,1,1,1,4.51085950651685
78745,apartments,130,7,1,0.02,1,0,7.796102969485891,18.571428571428573,0,0,1,1,2.921624301400269
78704,apartments,150,3,3,0.07,1,0,5.483188505266957,50,0,0,1,0,3.912023005428146
